NrSiblings,MathScore,WritingScore,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
1,87,79,0,2,1,1,0,1,0,0,1,1,0
4,65,61,0,2,1,1,0,1,0,0,0,0,1
0,77,82,2,1,1,1,0,0,1,0,0,1,1
4,67,83,1,0,0,0,0,0,0,0,1,0,1
3,33,52,1,2,1,0,0,0,1,0,0,1,0
0,82,65,0,1,2,1,1,0,0,0,0,1,1
3,45,55,0,0,1,0,0,0,0,0,0,1,1
2,79,83,1,2,1,0,0,1,0,0,1,1,0
1,83,71,3,2,1,1,0,0,1,0,1,0,1
2,55,70,2,2,1,0,0,1,0,0,1,1,1
3,62,60,0,1,1,0,1,0,0,0,1,1,0
0,94,98,3,1,0,0,0,0,0,1,1,1,1
2,63,48,2,2,0,1,0,0,0,1,1,1,1
1,72,70,3,2,1,0,0,0,0,1,1,1,0
3,62,63,2,1,1,1,0,0,0,0,1,1,0
3,100,95,3,1,1,1,0,0,0,0,1,1,1
3,69,61,0,1,1,1,0,0,1,0,0,1,1
2,75,75,0,0,1,1,0,0,1,0,0,1,1
1,84,89,3,2,2,0,1,0,0,0,1,1,0
1,79,90,4,2,1,0,1,0,0,0,0,0,1
4,71,68,4,1,0,1,0,1,0,0,0,1,0
2,74,62,0,2,1,1,0,0,0,1,1,1,1
1,63,57,0,0,0,1,1,0,0,0,1,1,0
2,72,68,1,0,2,0,0,0,0,1,1,1,1
2,38,40,0,2,0,0,1,0,0,0,0,1,1
2,64,64,0,1,1,1,1,0,0,0,1,0,0
3,56,51,0,1,1,1,0,1,0,0,1,1,1
1,74,72,2,1,1,1,0,0,0,1,0,1,1
1,41,38,0,1,0,1,0,0,0,0,0,0,0
1,53,67,2,2,1,0,0,0,1,0,1,1,1
1,60,75,4,0,1,0,0,0,1,0,1,1,0
1,51,63,2,0,1,0,1,0,0,0,1,1,0
2,56,63,2,2,1,0,0,0,0,0,1,0,0
3,57,76,2,1,1,0,0,0,1,0,0,0,0
1,76,70,3,0,1,1,0,0,0,1,0,0,0
3,71,72,2,2,1,0,0,1,0,0,1,1,0
3,59,74,1,2,1,0,0,0,1,0,0,0,0
4,61,70,3,0,0,0,0,1,0,0,1,1,0
2,75,80,2,1,0,1,0,1,0,0,0,0,0
1,88,75,0,1,1,1,1,0,0,0,1,1,0
1,72,66,2,2,0,1,0,1,0,0,0,1,0
3,77,68,3,1,1,1,0,0,0,0,1,1,0
1,64,68,1,0,1,0,0,1,0,0,0,0,0
4,44,48,0,0,2,1,0,1,0,0,0,0,0
2,52,52,0,0,0,0,0,0,1,0,1,1,0
2,70,78,1,1,1,0,1,0,0,0,1,1,0
1,65,83,4,1,1,0,0,1,0,0,0,0,0
4,60,76,3,1,2,0,0,1,0,0,1,0,0
1,74,66,0,2,0,1,0,1,0,0,0,1,0
2,47,41,2,1,2,1,0,0,0,1,0,1,0
3,49,42,0,2,1,1,0,0,0,0,0,1,0
1,82,93,2,1,0,0,0,1,0,0,1,1,0
1,59,64,0,0,0,1,1,0,0,0,1,0,0
3,79,90,2,0,1,0,0,1,0,0,0,0,0
1,55,54,3,1,1,1,1,0,0,0,0,1,0
4,51,75,2,0,0,0,0,1,0,0,1,0,0
5,66,75,1,1,0,0,0,0,1,0,1,1,0
3,63,74,2,1,0,0,0,1,0,0,1,1,0
3,66,75,2,2,1,0,0,1,0,0,1,1,0
1,84,80,0,1,1,1,0,0,1,0,1,1,0
3,69,83,0,2,1,0,1,0,0,0,0,0,0
1,74,73,1,1,1,1,0,1,0,0,0,1,0
1,61,61,0,2,1,1,1,0,0,0,1,1,0
1,76,73,0,1,1,1,0,1,0,0,1,0,0
4,89,97,2,2,1,0,0,0,0,1,1,1,0
3,46,65,2,1,2,0,0,0,0,0,1,1,0
5,80,95,3,2,1,0,0,0,1,0,0,1,0
3,68,80,0,1,0,0,1,0,0,0,0,1,0
2,71,83,0,2,1,0,0,0,1,0,0,0,0
2,74,86,0,0,1,0,1,0,0,0,1,0,0
1,64,71,2,0,1,0,0,1,0,0,1,1,0
2,64,50,0,1,1,1,0,0,1,0,1,1,0
3,59,52,0,1,1,1,0,1,0,0,0,1,0
2,67,74,1,1,0,0,0,1,0,0,1,0,0
2,57,61,0,2,2,1,0,1,0,0,0,1,0
4,33,45,0,1,0,0,0,1,0,0,0,1,0
1,69,71,1,2,1,1,0,1,0,0,0,0,0
1,64,77,1,1,1,0,0,1,0,0,1,0,0
5,59,60,1,2,0,1,1,0,0,0,0,0,0
1,90,76,1,1,2,1,0,0,1,0,1,1,0
3,64,69,0,2,2,0,1,0,0,0,0,1,0
3,71,75,1,2,1,0,0,0,0,1,0,1,0
1,86,91,2,1,0,1,0,1,0,0,1,0,0
3,63,74,0,2,0,0,0,0,1,0,1,1,0
4,83,79,2,2,2,1,0,1,0,0,0,1,0
5,55,51,1,2,2,1,0,0,1,0,0,1,0
2,77,83,4,2,0,0,0,1,0,0,1,1,0
1,73,78,3,2,2,0,1,0,0,0,1,1,0
1,56,57,0,2,1,0,0,1,0,0,1,1,0
3,78,76,1,0,2,1,0,1,0,0,1,1,0
3,47,59,0,2,2,0,0,1,0,0,0,1,0
2,75,82,0,1,1,1,0,1,0,0,0,0,0
5,64,65,0,1,1,1,1,0,0,0,1,0,0
1,53,56,0,1,1,0,0,0,1,0,1,1,0
1,59,62,1,1,0,0,0,0,0,0,1,1,0
3,48,54,2,1,2,0,0,0,0,0,0,1,0
3,40,62,1,1,1,0,0,1,0,0,0,0,0
1,49,64,4,0,1,0,0,1,0,0,0,1,0
1,62,73,1,1,0,0,0,1,0,0,1,1,0
1,100,94,3,1,2,1,0,0,1,0,1,1,0
1,67,77,0,1,0,1,1,0,0,0,1,0,0
3,69,77,1,0,1,0,0,1,0,0,1,1,0
1,99,86,2,2,0,1,0,0,1,0,1,1,0
2,69,68,0,1,0,0,1,0,0,0,1,1,0
1,42,46,1,2,2,0,0,1,0,0,0,1,0
2,87,87,0,2,1,0,1,0,0,0,1,1,0
3,92,88,0,2,1,1,0,0,1,0,1,1,0
1,63,74,4,0,1,0,0,1,0,0,1,1,0
1,48,52,2,2,1,0,1,0,0,0,0,1,0
1,71,72,2,1,1,1,0,1,0,0,1,0,0
2,67,78,0,1,0,0,0,0,1,0,0,1,0
1,73,61,0,1,1,1,0,0,0,1,1,1,0
5,51,64,0,1,1,0,0,0,1,0,0,1,0
1,62,61,2,2,2,1,1,0,0,0,1,1,0
1,64,62,2,1,0,1,0,0,0,0,1,1,0
2,64,81,0,2,2,1,0,1,0,0,0,1,0
1,62,87,0,1,1,0,0,1,0,0,1,1,0
3,52,69,1,1,0,0,0,0,1,0,0,1,0
4,65,78,3,2,1,0,0,0,0,0,1,0,0
3,67,88,1,1,0,0,0,1,0,0,1,0,0
1,75,62,2,2,1,1,0,1,0,0,0,1,0
2,67,79,2,2,1,0,0,1,0,0,1,1,0
3,42,39,1,2,0,1,1,0,0,0,0,1,0
3,84,78,0,0,1,1,0,0,1,0,1,1,0
3,50,52,2,1,1,1,0,0,1,0,0,0,0
1,68,63,0,1,0,1,0,1,0,0,1,1,0
2,43,63,3,2,1,0,0,0,0,1,1,1,0
1,61,66,2,1,1,0,0,1,0,0,1,1,0
2,25,32,0,0,2,0,0,0,1,0,0,1,0
3,69,65,1,0,2,1,0,1,0,0,1,1,0
4,90,84,3,1,2,1,1,0,0,0,1,1,0
3,59,47,0,0,0,1,0,0,1,0,1,1,0
1,67,58,1,1,1,1,0,1,0,0,1,1,0
3,70,77,1,1,1,1,1,0,0,0,0,0,0
1,60,67,1,1,1,0,0,1,0,0,1,1,0
1,66,67,2,2,1,0,1,0,0,0,1,0,0
5,80,66,0,0,1,1,0,0,0,1,1,1,0
3,58,64,1,2,2,1,0,1,0,0,0,0,0
1,63,70,2,1,1,1,0,1,0,0,0,0,0
2,59,67,0,1,1,0,0,1,0,0,1,1,0
5,64,62,0,2,1,1,0,0,1,0,0,1,0
5,78,80,1,1,0,1,1,0,0,0,1,0,0
3,77,88,2,1,1,0,1,0,0,0,0,0,0
1,63,58,1,1,0,1,0,0,0,0,1,1,0
4,60,78,0,2,0,0,0,0,1,0,0,0,0
4,58,62,2,2,1,0,0,0,1,0,1,1,0
2,61,51,0,1,0,1,1,0,0,0,0,1,0
1,96,99,2,2,1,0,0,0,0,1,1,0,0
1,80,70,4,2,0,1,0,1,0,0,1,0,0
2,57,68,3,1,2,0,0,0,1,0,1,1,0
4,100,95,0,2,1,0,0,0,0,1,1,1,0
3,71,63,0,1,1,1,0,1,0,0,1,1,0
1,91,100,4,2,1,0,0,0,0,1,0,1,0
1,62,63,0,1,1,1,0,1,0,0,1,0,0
2,73,77,4,2,1,1,0,0,0,1,0,1,0
5,92,79,2,1,1,1,0,0,1,0,1,1,0
3,82,64,2,2,1,1,0,1,0,0,1,1,0
3,74,63,0,1,1,1,0,0,1,0,1,1,0
1,39,59,1,1,1,0,1,0,0,0,0,0,0
1,33,45,4,1,1,0,0,1,0,0,0,1,0
1,81,82,0,0,0,1,1,0,0,0,1,0,0
2,82,93,3,0,0,0,0,0,1,0,1,0,0
4,77,78,0,1,1,0,0,1,0,0,1,0,0
2,73,79,1,2,0,0,0,0,0,1,1,1,0
2,82,82,0,1,0,0,0,0,0,1,1,0,0
5,52,55,0,1,1,0,0,1,0,0,0,1,0
4,70,60,1,2,1,1,1,0,0,0,1,1,0
1,46,56,0,0,0,0,0,0,0,0,0,0,0
4,47,58,1,1,1,0,0,1,0,0,0,0,0
1,85,76,0,2,1,1,0,1,0,0,0,0,0
1,78,80,0,1,0,0,0,0,0,1,1,1,0
3,72,79,3,2,0,0,0,1,0,0,1,0,0
3,76,85,1,1,1,0,0,1,0,0,1,1,0
1,63,73,1,2,1,1,0,1,0,0,0,0,0
2,30,41,1,0,1,0,0,0,0,0,1,1,0
2,69,92,2,1,1,0,0,0,1,0,1,0,0
1,57,55,1,1,2,1,0,1,0,0,1,1,0
1,98,100,1,2,1,0,0,0,0,0,1,0,0
2,75,71,0,1,0,1,0,0,0,1,1,0,0
4,69,59,2,2,0,1,1,0,0,0,1,1,0
1,51,47,0,1,0,1,0,0,1,0,0,1,0
1,33,44,0,2,0,0,0,1,0,0,1,1,0
2,56,52,0,2,2,1,0,0,0,1,0,1,0
3,69,81,3,1,1,0,0,1,0,0,1,1,0
1,89,76,3,1,2,1,1,0,0,0,1,0,0
2,46,49,4,1,2,1,0,0,0,0,0,1,0
1,46,47,0,1,0,0,0,0,1,0,0,1,0
1,86,91,4,1,1,0,0,0,1,0,1,1,0
1,56,70,0,2,1,0,0,1,0,0,0,0,0
5,67,66,1,1,0,0,0,1,0,0,1,1,0
1,78,76,1,0,1,1,1,0,0,0,0,0,0
1,64,74,3,0,1,0,0,1,0,0,1,0,0
1,87,78,3,1,1,1,0,1,0,0,1,0,0
4,72,76,2,1,2,0,0,1,0,0,1,1,0
3,60,83,0,0,0,0,1,0,0,0,1,0,0
3,61,68,0,1,2,0,0,0,0,0,1,1,0
1,84,87,3,2,0,1,0,1,0,0,1,0,0
1,61,71,2,2,2,0,0,1,0,0,1,1,0
2,78,75,1,1,2,1,0,0,0,0,1,0,0
1,92,86,0,2,2,0,0,0,0,1,0,1,0
1,78,78,0,2,0,1,0,0,1,0,1,0,0
5,65,91,3,1,0,0,1,0,0,0,0,0,0
1,48,56,3,1,1,0,0,1,0,0,0,1,0
2,53,52,0,2,0,1,0,0,1,0,1,1,0
1,49,61,1,2,1,0,1,0,0,0,1,1,0
5,67,85,3,0,1,0,0,1,0,0,1,1,0
1,77,82,1,2,1,0,1,0,0,0,1,0,0
1,65,61,0,2,0,1,0,0,0,1,1,0,0
1,75,69,4,1,1,1,0,0,1,0,1,1,0
3,82,82,1,0,1,0,0,0,0,1,1,1,0
5,51,54,4,1,1,1,1,0,0,0,0,1,0
3,64,64,0,1,1,0,0,1,0,0,1,1,0
2,61,58,1,1,1,1,0,0,0,0,1,0,0
2,74,72,0,1,0,0,0,0,1,0,1,1,0
4,91,73,1,2,1,1,0,0,0,1,1,1,0
4,45,42,0,1,1,1,0,1,0,0,0,0,0
2,59,50,2,0,1,1,0,1,0,0,1,1,0
2,65,73,0,1,1,0,0,0,0,1,0,0,0
2,88,90,1,1,1,1,0,0,1,0,1,1,0
3,68,78,1,2,0,0,0,1,0,0,1,1,0
1,76,67,0,0,1,1,0,0,1,0,1,1,0
5,37,32,2,2,1,1,0,1,0,0,0,1,0
4,56,78,3,1,2,0,0,0,1,0,0,0,0
3,57,62,1,0,2,0,0,0,0,1,1,1,0
2,55,54,0,2,1,1,0,1,0,0,0,1,0
4,70,76,1,1,1,1,0,0,1,0,0,0,0
1,58,75,2,0,2,0,0,0,1,0,1,0,0
2,72,88,0,2,0,0,0,0,1,0,1,0,0
1,69,69,0,1,0,1,1,0,0,0,0,0,0
1,63,57,1,1,2,1,0,0,1,0,0,1,0
2,56,64,0,1,0,0,1,0,0,0,1,1,0
3,81,100,1,1,1,0,1,0,0,0,1,0,0
5,46,52,0,1,2,0,1,0,0,0,1,1,0
4,87,100,3,2,1,0,0,1,0,0,0,0,0
4,53,68,3,1,1,0,1,0,0,0,1,1,0
2,79,93,0,2,1,0,0,1,0,0,0,0,0
1,52,65,0,1,1,0,0,1,0,0,0,0,0
1,85,70,0,2,1,1,0,0,0,1,1,1,0
1,85,83,4,2,1,1,0,0,1,0,1,1,0
3,38,38,1,0,1,1,1,0,0,0,1,1,0
1,62,48,1,2,1,1,0,0,0,1,0,0,0
1,73,79,2,0,1,0,0,1,0,0,1,0,0
1,64,58,1,2,1,1,1,0,0,0,1,1,0
3,48,55,2,0,1,1,0,1,0,0,0,1,0
1,75,77,0,1,1,0,0,0,1,0,1,1,0
3,59,48,1,1,2,1,0,1,0,0,0,1,0
5,95,84,2,2,0,1,0,1,0,0,1,1,0
1,46,56,3,1,2,0,0,0,0,0,0,1,0
1,58,61,0,1,1,1,0,0,0,0,0,1,0
2,50,65,1,2,0,0,1,0,0,0,1,1,0
2,54,64,1,2,0,0,0,0,1,0,0,1,0
1,84,83,1,2,2,1,0,1,0,0,1,0,0
1,77,88,4,1,0,0,1,0,0,0,1,1,0
1,69,68,0,1,1,1,0,1,0,0,0,1,0
2,77,75,1,1,2,0,0,0,1,0,1,1,0
2,81,92,1,2,1,0,1,0,0,0,1,1,0
1,71,66,0,1,1,1,0,0,1,0,1,0,0
4,77,79,1,0,0,1,1,0,0,0,1,0,0
1,67,76,3,2,0,0,0,0,0,1,0,1,0
2,67,62,0,2,1,1,0,1,0,0,0,0,0
1,67,72,0,2,2,1,0,0,0,1,0,0,0
1,69,81,2,1,2,0,0,1,0,0,0,0,0
3,44,64,1,1,2,0,0,0,1,0,1,0,0
1,68,84,0,1,1,0,0,1,0,0,0,0,0
2,74,83,4,1,1,1,0,1,0,0,1,0,0
2,60,65,3,1,1,0,0,0,0,0,1,1,0
1,96,99,4,0,1,1,0,0,1,0,1,0,0
3,43,63,1,2,0,0,1,0,0,0,0,0,0
1,82,82,0,2,1,0,0,0,0,1,1,1,0
2,40,41,3,1,1,1,1,0,0,0,0,1,0
2,53,61,2,1,0,0,0,0,0,0,0,0,0
1,67,78,1,1,0,0,0,1,0,0,0,0,0
2,55,57,1,2,0,1,0,0,0,1,0,1,0
2,61,53,0,1,0,1,0,0,1,0,1,1,0
5,78,88,0,2,0,0,0,0,1,0,1,1,0
3,98,87,1,2,1,1,0,0,0,1,1,0,0
2,45,39,0,0,1,1,0,0,0,0,0,1,0
1,60,81,2,1,1,0,1,0,0,0,0,0,0
2,60,57,4,1,2,1,0,0,1,0,0,1,0
2,80,93,0,1,0,0,1,0,0,0,1,0,0
2,63,74,1,2,1,0,0,1,0,0,0,1,0
1,43,38,1,0,2,1,1,0,0,0,0,1,0
2,46,57,1,1,1,0,0,1,0,0,0,1,0
3,60,59,0,1,1,1,0,0,1,0,0,1,0
1,60,50,0,1,1,1,0,1,0,0,1,1,0
3,88,68,0,2,1,1,1,0,0,0,1,1,0
5,84,92,0,1,2,1,1,0,0,0,1,0,0
4,42,51,2,1,1,1,0,1,0,0,0,1,0
1,72,67,1,1,1,1,0,0,1,0,0,1,0
1,54,41,1,1,0,1,0,1,0,0,1,0,0
2,68,65,1,2,0,1,0,0,0,1,0,0,0
1,79,80,4,1,1,1,0,1,0,0,0,0,0
2,72,72,2,1,2,1,0,1,0,0,0,0,0
2,87,83,2,1,0,1,1,0,0,0,0,0,0
3,53,56,1,2,2,1,0,0,1,0,0,0,0
3,44,49,2,1,1,1,0,1,0,0,1,1,0
2,71,69,3,2,0,1,0,0,0,1,0,0,0
3,63,74,1,1,1,0,0,1,0,0,0,1,0
2,73,79,3,1,0,1,0,1,0,0,1,1,0
1,70,77,1,2,0,0,0,0,1,0,0,1,0
3,94,91,4,1,2,1,0,0,1,0,1,1,0
1,42,63,1,1,1,0,0,0,1,0,0,0,0
3,79,88,1,1,1,0,0,0,0,0,1,0,0
1,62,75,2,0,1,0,0,0,1,0,0,0,0
2,59,62,0,1,2,0,0,1,0,0,1,1,0
2,61,74,2,1,2,0,0,1,0,0,0,1,0
2,85,72,1,2,1,1,0,1,0,0,1,1,0
1,46,46,0,2,0,1,1,0,0,0,0,1,0
5,69,67,1,1,1,1,0,1,0,0,1,0,0
1,75,81,0,1,1,0,0,1,0,0,1,0,0
2,85,86,2,1,1,1,0,1,0,0,1,0,0
1,65,66,2,1,1,0,0,0,0,1,0,1,0
3,88,97,4,0,1,0,1,0,0,0,1,0,0
3,83,65,1,1,2,1,0,1,0,0,1,1,0
2,94,82,0,1,1,1,1,0,0,0,1,1,0
4,64,86,2,2,1,0,0,1,0,0,0,1,0
1,84,69,0,2,1,1,0,1,0,0,0,1,0
4,64,74,1,1,0,1,1,0,0,0,0,0,0
4,80,59,0,1,1,1,0,0,1,0,1,1,0
1,79,87,2,2,1,0,0,0,0,1,1,1,0
2,43,57,0,2,1,0,0,0,1,0,1,1,0
2,82,76,0,2,2,1,0,0,1,0,1,0,0
1,89,74,0,2,1,1,0,0,0,1,1,0,0
1,75,83,0,1,0,0,0,1,0,0,1,0,0
3,55,74,0,1,1,0,1,0,0,0,0,0,0
1,49,50,0,1,1,0,1,0,0,0,1,1,0
4,52,37,4,1,0,1,0,0,0,1,0,1,0
2,63,66,0,2,1,1,1,0,0,0,0,0,0
1,80,71,3,2,2,1,0,0,1,0,1,0,0
2,79,81,2,1,0,1,0,1,0,0,1,1,0
2,76,66,3,1,0,0,0,1,0,0,1,1,0
2,77,96,0,2,2,0,0,0,1,0,1,0,0
3,36,46,0,2,0,0,0,1,0,0,0,1,0
1,46,52,3,0,0,0,0,0,1,0,1,1,0
2,54,71,2,2,0,0,1,0,0,0,1,0,0
2,71,81,0,1,2,0,0,1,0,0,1,0,0
3,51,55,0,1,1,0,0,1,0,0,1,1,0
2,60,68,0,1,1,0,0,1,0,0,0,1,0
4,88,89,0,1,0,0,0,0,1,0,1,1,0
1,70,81,0,1,0,0,0,1,0,0,1,0,0
4,94,95,4,0,0,0,0,0,0,1,1,1,0
1,82,90,1,1,0,0,0,1,0,0,1,0,0
4,58,74,1,0,2,0,0,1,0,0,1,1,0
2,58,62,0,2,1,0,1,0,0,0,1,1,0
1,57,65,0,2,0,0,0,0,0,0,1,0,0
1,76,83,1,1,0,0,0,1,0,0,1,1,0
2,54,63,2,2,1,0,0,1,0,0,1,1,0
1,85,95,0,2,2,0,1,0,0,0,1,0,0
4,64,58,1,2,1,1,1,0,0,0,1,0,0
5,57,67,0,1,2,0,0,1,0,0,1,1,0
1,80,60,0,2,1,1,0,0,0,0,1,1,0
3,59,68,0,1,1,0,0,0,1,0,1,1,0
3,66,78,2,0,0,0,0,1,0,0,0,0,0
3,64,69,1,1,2,0,0,0,1,0,0,1,0
1,51,70,0,1,1,0,1,0,0,0,0,0,0
1,72,77,2,1,2,0,1,0,0,0,1,1,0
3,54,64,1,1,2,0,0,1,0,0,0,1,0
1,51,59,0,1,1,0,0,0,1,0,0,1,0
1,85,74,1,2,1,1,0,0,1,0,1,0,0
2,80,89,0,1,0,0,0,0,0,1,1,0,0
2,77,77,2,1,1,1,0,1,0,0,1,0,0
1,55,60,3,1,2,0,1,0,0,0,1,1,0
1,73,61,0,1,1,1,0,1,0,0,1,1,0
1,68,75,4,1,1,0,0,1,0,0,1,1,0
2,96,98,2,1,0,0,0,0,1,0,1,0,0
4,63,71,4,1,0,0,0,1,0,0,1,0,0
1,57,64,0,2,1,0,0,0,1,0,0,1,0
3,65,55,1,2,2,1,0,1,0,0,0,1,0
1,66,59,2,2,0,1,0,0,1,0,1,1,0
1,75,59,1,1,0,1,0,0,0,1,1,0,0
2,68,88,1,2,0,0,0,1,0,0,1,0,0
2,46,53,0,2,0,0,0,0,1,0,0,1,0
4,73,68,1,2,0,1,0,0,1,0,1,1,0
0,45,49,0,0,1,0,1,0,0,0,1,1,0
3,85,80,3,2,0,1,0,1,0,0,1,1,0
2,96,90,0,1,1,1,0,0,0,1,1,0,0
2,56,71,0,1,1,0,0,0,0,1,1,0,0
2,68,57,0,1,0,1,0,0,0,0,0,1,0
1,68,79,2,2,0,0,0,1,0,0,0,0,0
1,66,57,3,1,1,1,0,1,0,0,1,1,0
3,69,86,4,1,1,0,0,1,0,0,0,0,0
2,49,61,0,1,2,0,0,1,0,0,1,1,0
3,79,83,0,2,2,0,0,1,0,0,1,0,0
1,61,48,0,1,1,1,0,1,0,0,0,1,0
2,52,63,4,1,1,0,0,1,0,0,1,0,0
1,100,83,3,1,1,1,0,0,0,1,1,1,0
1,53,61,3,1,1,0,0,0,0,1,1,0,0
2,48,63,0,1,0,0,0,1,0,0,0,0,0
5,50,55,1,0,2,0,0,1,0,0,1,1,0
1,70,75,1,1,1,0,0,0,0,1,0,1,0
2,42,62,0,2,0,0,0,1,0,0,0,0,0
1,56,49,0,0,1,1,1,0,0,0,0,0,0
2,43,54,0,2,2,0,0,1,0,0,0,1,0
1,71,65,1,1,1,1,1,0,0,0,1,1,0
2,63,44,0,2,1,1,0,1,0,0,1,1,0
1,59,56,2,1,1,1,0,0,0,0,1,1,0
3,83,79,1,2,0,1,0,1,0,0,1,1,0
5,51,42,0,1,2,1,0,1,0,0,0,1,0
3,66,60,0,1,1,1,0,1,0,0,1,1,0
3,83,66,0,1,1,1,0,1,0,0,1,0,0
3,72,83,2,2,1,0,0,0,1,0,1,1,0
2,92,78,0,2,1,1,0,0,0,1,1,1,0
2,85,93,2,1,0,0,0,0,0,1,0,1,0
2,74,79,0,1,1,0,0,0,0,1,0,0,0
1,78,80,0,1,0,1,0,0,1,0,1,0,0
2,65,66,1,0,0,1,0,0,0,0,0,1,0
2,43,64,0,0,0,0,1,0,0,0,0,1,0
1,65,53,0,1,1,1,0,0,1,0,0,1,0
2,70,67,1,1,1,1,0,1,0,0,0,1,0
4,78,58,0,2,1,1,0,0,0,0,1,1,0
1,57,62,0,1,1,0,0,0,0,0,1,1,0
4,60,53,0,1,2,1,0,1,0,0,0,1,0
2,63,69,0,2,1,0,0,1,0,0,1,1,0
2,79,74,1,0,0,1,0,0,1,0,1,1,0
2,43,48,1,1,0,0,0,0,0,1,1,1,0
2,91,82,1,1,1,1,0,0,0,1,1,1,0
2,63,65,2,2,1,0,0,0,0,1,1,0,0
5,88,71,0,1,1,1,0,0,0,1,1,1,0
4,64,53,0,1,2,1,0,0,0,0,1,1,0
2,62,60,1,1,1,1,1,0,0,0,1,1,0
1,43,65,0,2,1,0,0,0,1,0,1,1,0
1,45,53,2,2,0,0,1,0,0,0,1,1,0
3,66,57,3,2,1,1,0,1,0,0,1,0,0
3,92,89,0,1,2,1,0,0,1,0,1,0,0
2,67,71,2,2,0,0,0,1,0,0,1,1,0
1,90,92,1,1,0,1,0,0,1,0,1,0,0
1,65,75,0,2,1,0,1,0,0,0,0,1,0
2,63,80,3,2,1,0,0,0,1,0,0,0,0
5,43,61,1,0,0,0,1,0,0,0,0,0,0
3,92,88,0,1,1,1,0,1,0,0,1,0,0
4,48,62,0,2,1,0,0,0,1,0,1,1,0
1,77,72,2,2,0,0,0,0,0,1,1,1,0
4,72,85,0,1,1,0,1,0,0,0,1,0,0
1,50,67,0,2,1,0,0,0,1,0,0,1,0
2,49,55,1,2,0,0,1,0,0,0,1,1,0
3,66,69,3,2,1,1,0,1,0,0,1,1,0
2,58,63,0,0,1,0,0,1,0,0,1,1,0
1,59,63,1,1,0,0,0,0,0,0,1,1,0
1,28,31,0,2,1,1,0,1,0,0,0,1,0
2,39,33,0,1,0,1,1,0,0,0,0,1,0
5,43,56,2,2,1,0,0,0,0,0,0,1,0
1,84,96,3,1,1,0,0,0,0,0,1,0,0
5,53,56,0,1,0,1,0,0,1,0,0,0,0
1,56,69,0,1,0,0,0,0,0,1,0,1,0
2,81,74,0,1,1,1,0,0,0,1,1,0,0
3,61,44,1,1,1,1,0,1,0,0,1,1,0
3,75,88,3,1,0,0,1,0,0,0,1,0,0
1,63,57,0,0,2,1,0,0,1,0,1,1,0
1,43,65,0,2,0,0,0,0,0,0,0,0,0
1,44,37,0,1,1,1,0,1,0,0,1,1,0
2,55,50,2,1,1,1,0,1,0,0,0,0,0
4,57,55,2,1,1,1,0,1,0,0,0,1,0
2,69,74,1,1,1,1,0,0,1,0,0,0,0
1,59,53,4,2,0,1,0,1,0,0,0,1,0
1,47,40,0,1,2,1,0,1,0,0,0,0,0
3,72,64,2,2,0,1,0,1,0,0,1,0,0
1,62,55,0,1,1,1,0,1,0,0,1,1,0
1,66,59,1,1,2,0,0,0,1,0,0,1,0
2,51,54,1,1,0,1,1,0,0,0,1,0,0
2,60,55,0,2,0,1,0,0,1,0,1,1,0
2,53,74,0,1,1,0,1,0,0,0,1,0,0
3,64,80,1,2,0,0,0,1,0,0,1,1,0
3,57,64,2,1,2,1,0,0,0,1,1,0,0
3,79,77,1,1,1,1,0,0,1,0,1,1,0
1,98,84,2,1,2,1,0,1,0,0,1,1,0
1,56,69,0,0,0,0,0,1,0,0,1,1,0
4,95,78,0,1,2,1,0,0,1,0,1,0,0
1,85,85,2,1,0,1,0,0,1,0,1,0,0
5,90,82,2,1,1,1,0,0,1,0,1,1,0
1,73,81,0,0,1,0,0,0,1,0,1,1,0
3,77,66,0,1,1,1,0,1,0,0,0,1,0
3,81,94,1,2,0,0,0,0,0,0,1,0,0
4,54,70,1,1,1,0,0,1,0,0,1,1,0
1,61,57,3,2,2,1,0,1,0,0,0,1,0
3,49,52,0,2,1,0,0,0,0,1,0,1,0
5,72,63,1,0,2,1,0,1,0,0,1,1,0
2,67,74,2,2,0,0,0,1,0,0,1,1,0
1,87,99,1,1,1,0,0,0,1,0,1,0,0
3,84,98,0,1,1,0,0,0,1,0,1,0,0
3,56,59,1,2,1,0,1,0,0,0,0,1,0
1,67,68,0,2,1,0,0,0,1,0,1,1,0
2,45,62,0,0,0,0,0,1,0,0,0,0,0
4,73,81,1,1,1,0,1,0,0,0,1,1,0
4,68,68,0,1,1,1,1,0,0,0,0,0,0
3,53,67,2,1,1,0,1,0,0,0,0,1,0
2,51,69,3,1,1,0,0,0,1,0,0,0,0
3,81,87,1,2,1,0,1,0,0,0,1,1,0
1,70,72,2,1,1,0,0,0,0,1,1,1,0
4,65,56,0,1,2,1,0,1,0,0,1,1,0
2,66,72,0,0,0,0,0,1,0,0,1,1,0
3,41,47,0,0,0,0,0,1,0,0,1,1,0
2,72,74,0,2,1,0,0,1,0,0,0,1,0
1,61,47,0,2,2,1,0,0,1,0,1,1,0
2,37,44,0,0,2,0,0,1,0,0,1,1,0
2,73,77,4,1,1,0,0,1,0,0,1,1,0
