NrSiblings,MathScore,AvgWritingReading,ParentEduc,PracticeSport,WklyStudyHours,Gender_male,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_none,IsFirstChild_yes
2,55,64.0,0,1,0,0,0,0,1,0,1,0,0
3,57,62.0,1,2,0,0,1,0,0,0,1,0,0
3,47,55.5,0,2,1,0,0,1,0,0,0,0,0
3,82,91.0,2,0,0,1,0,1,0,0,1,0,0
2,62,80.5,2,2,2,0,0,0,1,0,0,1,1
1,62,54.5,0,1,0,1,0,1,0,0,1,0,0
3,82,83.0,0,1,0,0,0,1,0,0,1,0,1
3,76,81.0,2,2,1,0,0,0,1,0,1,0,1
3,72,77.0,0,2,0,0,0,1,0,0,1,1,0
1,86,91.0,3,2,1,0,1,0,0,0,1,1,1
1,57,73.5,2,2,1,0,0,1,0,0,0,0,1
2,79,82.5,0,1,1,1,0,1,0,0,0,0,1
2,78,85.5,1,1,1,1,1,0,0,0,1,0,0
1,66,59.5,0,1,1,1,0,0,0,1,0,1,1
5,74,97.5,0,1,1,0,0,0,0,1,0,0,1
2,47,42.5,1,2,0,1,0,1,0,0,0,1,1
2,71,67.5,1,2,1,0,0,0,0,1,0,1,1
1,71,64.0,1,1,2,1,0,1,0,0,1,1,1
0,57,65.0,2,1,1,0,1,0,0,0,1,1,1
2,97,98.0,3,2,0,1,0,0,1,0,1,0,0
2,77,73.5,0,1,1,1,1,0,0,0,1,1,1
3,57,68.5,0,1,0,0,0,0,1,0,1,1,1
2,76,73.0,3,1,1,0,0,0,0,1,1,0,0
3,53,61.5,0,2,1,0,0,1,0,0,1,1,0
2,65,59.0,0,2,0,1,0,0,0,0,0,1,1
3,60,66.5,0,2,0,0,1,0,0,0,1,1,1
2,74,77.0,3,1,0,1,0,1,0,0,1,1,1
3,82,65.0,0,0,0,1,0,0,1,0,1,1,0
4,60,54.5,2,2,0,1,0,1,0,0,1,0,1
0,57,54.0,1,2,1,1,0,0,1,0,1,1,1
3,44,51.0,1,1,2,0,0,1,0,0,0,1,1
3,66,70.0,4,1,0,0,0,1,0,0,1,1,0
7,48,52.5,0,1,0,0,0,0,1,0,1,0,1
3,64,57.0,2,1,0,1,0,0,1,0,1,1,1
0,90,89.0,0,1,1,0,0,0,0,1,1,1,1
4,78,87.0,4,1,2,0,0,0,1,0,0,1,0
2,58,64.0,0,2,1,0,0,0,1,0,0,1,0
1,71,76.0,0,1,0,1,1,0,0,0,1,1,1
4,75,79.5,1,1,1,1,0,0,1,0,1,0,1
3,72,61.0,0,1,2,1,0,0,1,0,1,1,0
0,31,44.5,0,2,1,0,1,0,0,0,1,1,1
3,73,64.0,0,1,1,1,0,0,0,1,1,1,1
2,57,59.0,0,1,2,1,0,1,0,0,1,1,0
2,62,53.5,0,1,1,1,0,1,0,0,0,1,1
1,51,47.5,2,2,0,1,1,0,0,0,1,1,1
4,65,76.5,1,2,2,0,0,1,0,0,1,1,1
1,80,78.5,1,2,1,1,0,0,1,0,1,1,1
3,92,78.5,2,1,2,1,0,0,1,0,1,1,1
1,84,80.0,0,0,0,1,0,0,0,0,1,1,0
3,90,83.0,3,1,0,1,1,0,0,0,1,1,1
3,86,77.0,2,1,0,1,0,0,0,1,1,0,0
1,85,96.5,1,1,1,0,0,1,0,0,1,1,0
1,74,68.5,2,2,1,0,0,1,0,0,1,1,1
3,74,65.5,0,1,1,1,1,0,0,0,1,0,1
2,79,82.0,0,1,1,0,0,0,0,1,0,1,0
1,70,84.0,1,1,2,0,0,0,1,0,1,0,1
4,81,83.5,2,1,1,1,0,0,1,0,0,1,1
1,88,75.5,0,2,0,1,0,0,0,1,1,0,1
2,84,91.5,0,1,0,1,0,1,0,0,1,0,1
2,83,79.5,2,1,1,1,0,1,0,0,1,1,0
1,46,55.5,0,2,0,0,0,0,0,1,0,0,1
2,73,69.0,1,1,1,1,0,0,0,1,0,0,0
1,71,69.5,2,2,0,1,0,0,1,0,0,0,0
1,71,73.5,3,2,2,1,0,1,0,0,0,0,1
3,70,72.5,0,1,0,0,0,1,0,0,0,1,0
1,68,67.5,0,1,1,1,0,1,0,0,0,1,1
1,40,34.5,0,1,2,1,0,1,0,0,0,0,0
5,69,80.0,3,2,0,1,0,1,0,0,1,1,1
7,64,76.0,0,1,0,0,0,1,0,0,1,1,1
3,81,81.0,2,0,0,1,0,0,0,1,0,1,0
1,66,76.0,3,2,1,0,0,0,1,0,1,1,1
5,61,62.0,0,2,1,0,0,1,0,0,1,1,0
3,66,49.5,3,1,1,1,0,0,0,0,0,1,1
0,73,86.5,1,2,1,0,1,0,0,0,1,0,1
1,67,68.5,2,2,0,1,1,0,0,0,0,0,1
1,69,78.5,3,1,1,0,0,0,1,0,1,1,0
1,74,78.0,0,0,1,0,0,0,0,1,1,1,1
2,70,72.0,0,2,1,1,1,0,0,0,1,0,1
3,69,72.5,1,2,0,0,0,0,0,1,0,1,0
1,59,53.5,0,1,1,1,0,0,1,0,1,1,1
1,58,59.0,0,0,2,0,0,0,1,0,1,1,1
2,74,84.5,0,1,1,0,0,0,0,0,1,0,1
2,29,41.5,1,2,1,0,0,1,0,0,0,1,0
2,40,40.0,0,2,0,1,0,1,0,0,0,1,1
3,95,99.5,0,1,1,0,0,0,0,1,1,0,1
1,80,88.0,2,1,1,0,0,0,1,0,1,1,1
0,70,75.5,0,1,1,0,1,0,0,0,0,0,1
1,63,64.0,3,2,1,0,0,0,1,0,0,1,0
0,91,85.0,3,2,1,1,0,0,1,0,1,0,1
0,53,62.0,0,2,1,0,0,0,0,0,1,0,1
2,45,36.0,0,1,1,1,1,0,0,0,0,1,1
3,44,42.0,0,0,0,1,0,0,1,0,0,1,1
3,66,67.0,2,0,1,0,0,1,0,0,1,1,1
2,64,72.5,1,1,1,0,0,0,1,0,1,1,1
3,58,73.5,4,2,1,0,0,1,0,0,0,0,1
3,80,90.5,0,1,1,0,0,1,0,0,1,0,1
4,76,77.0,1,1,1,1,0,1,0,0,0,1,1
3,52,42.5,0,1,0,1,0,1,0,0,1,1,0
4,28,40.0,0,1,1,0,1,0,0,0,1,1,0
3,56,54.5,2,2,0,1,0,0,1,0,0,1,1
1,84,83.5,4,2,1,0,0,1,0,0,1,1,1
3,76,65.5,2,1,1,1,0,0,0,1,1,1,0
3,63,55.0,2,2,0,1,0,1,0,0,1,1,0
5,31,36.5,0,2,1,0,0,1,0,0,0,1,1
1,69,71.5,3,1,0,1,0,1,0,0,1,1,1
0,72,72.0,1,2,0,1,0,0,1,0,0,1,1
2,51,70.5,1,0,0,0,0,0,1,0,0,1,1
1,42,56.0,2,1,0,0,0,1,0,0,1,0,1
0,32,42.0,1,2,0,0,1,0,0,0,1,1,1
4,34,37.0,0,1,1,1,1,0,0,0,0,0,1
2,88,95.0,1,2,1,0,0,1,0,0,1,1,0
1,69,72.5,1,2,1,0,0,0,0,1,0,0,0
4,53,63.0,2,0,0,0,0,1,0,0,1,1,0
1,64,63.5,4,1,0,1,0,1,0,0,1,1,1
2,54,65.0,0,1,2,0,0,1,0,0,1,1,1
3,57,60.5,0,1,1,0,0,1,0,0,1,1,0
1,71,76.5,0,2,2,0,0,1,0,0,0,0,0
0,86,89.5,2,2,1,0,1,0,0,0,1,1,1
3,74,80.0,0,1,1,0,0,0,1,0,1,1,1
1,39,57.5,0,2,1,0,1,0,0,0,0,0,0
0,76,78.0,3,1,2,1,0,1,0,0,1,0,1
2,58,58.0,0,0,0,1,1,0,0,0,1,1,0
1,81,87.5,1,1,1,0,0,0,1,0,1,0,0
1,77,69.0,3,1,1,1,1,0,0,0,1,1,1
3,100,86.0,3,2,2,1,1,0,0,0,1,1,1
4,78,73.5,0,0,1,1,0,1,0,0,1,0,1
4,76,78.0,4,1,1,1,0,0,1,0,1,0,0
3,66,58.5,0,1,1,0,0,1,0,0,1,1,1
0,72,71.5,1,1,0,0,0,0,1,0,1,0,1
2,77,67.5,2,2,2,1,0,0,0,1,0,1,1
4,61,68.0,3,1,1,0,0,1,0,0,0,1,0
1,73,67.0,1,1,0,1,0,1,0,0,1,1,0
4,75,96.0,0,0,0,0,0,0,1,0,1,0,0
1,70,64.0,0,2,1,1,0,1,0,0,1,0,1
2,61,73.0,1,1,0,0,0,1,0,0,0,0,0
3,43,57.0,3,2,1,0,0,1,0,0,1,0,0
1,73,88.5,4,2,1,0,0,0,1,0,0,0,0
2,44,52.0,0,1,0,0,0,0,1,0,1,1,1
3,92,95.5,1,0,1,0,1,0,0,0,1,0,1
1,67,76.5,2,1,1,0,0,1,0,0,1,1,0
5,49,52.0,0,1,1,0,0,0,0,1,1,1,0
0,56,64.0,1,0,1,0,0,0,0,1,1,1,1
0,76,80.0,0,1,1,1,0,0,0,0,1,0,1
0,47,50.5,0,1,2,0,0,1,0,0,1,1,1
3,45,54.0,1,1,2,0,1,0,0,0,0,1,1
1,78,85.5,0,1,1,0,0,1,0,0,0,0,1
4,64,66.5,1,1,1,0,1,0,0,0,1,1,1
3,69,73.0,3,0,2,1,1,0,0,0,1,0,1
2,68,57.0,0,1,1,1,0,0,0,1,0,0,1
4,72,69.0,0,2,2,1,0,1,0,0,1,0,1
0,81,81.0,0,1,0,1,0,0,1,0,1,0,1
5,67,74.0,0,1,0,1,1,0,0,0,0,1,0
4,100,100.0,0,2,1,0,0,0,0,1,1,0,0
2,70,79.0,0,1,1,0,0,1,0,0,0,0,1
2,74,77.5,0,1,1,1,1,0,0,0,1,1,1
1,93,95.5,1,2,2,0,0,0,0,1,0,1,1
0,83,86.5,0,0,1,0,0,0,0,1,0,1,1
2,71,79.0,0,0,1,0,0,0,1,0,1,1,0
3,75,72.5,1,1,1,1,0,1,0,0,0,1,1
3,73,78.0,1,1,1,1,0,1,0,0,0,0,1
6,35,48.5,0,1,0,0,0,1,0,0,0,1,1
3,71,66.0,2,1,0,1,0,0,0,1,1,1,0
1,76,85.5,0,0,2,0,0,1,0,0,0,0,1
4,71,79.5,1,1,2,0,0,0,0,1,1,1,0
2,60,75.5,1,2,2,0,0,1,0,0,0,1,1
0,54,58.0,0,1,0,0,0,1,0,0,1,1,1
3,50,64.0,2,1,1,0,0,0,1,0,0,0,1
4,77,80.0,3,2,1,0,0,0,1,0,1,0,0
1,91,91.5,4,1,1,1,0,1,0,0,1,0,1
0,76,76.5,4,1,1,0,0,0,0,1,1,0,1
1,44,51.0,2,2,0,0,0,1,0,0,0,1,1
3,89,79.0,4,1,1,1,0,0,1,0,1,1,1
3,61,63.5,3,2,1,0,0,1,0,0,1,1,1
0,68,74.0,0,2,0,0,0,0,0,1,1,1,1
1,39,57.5,0,1,1,0,0,0,1,0,0,1,1
1,60,68.0,1,2,1,0,0,1,0,0,1,1,1
2,47,47.0,2,1,1,1,0,1,0,0,1,1,0
2,64,74.0,0,1,1,0,0,0,0,1,1,0,1
2,78,75.5,2,0,1,1,0,1,0,0,1,0,0
2,61,80.5,2,1,2,0,0,0,1,0,0,0,0
6,72,73.0,0,1,1,0,0,0,0,1,1,1,0
1,33,41.0,1,1,1,0,0,1,0,0,1,0,0
2,51,64.0,1,0,1,0,0,1,0,0,0,1,0
1,76,65.0,0,1,0,1,0,1,0,0,1,1,1
2,69,59.5,3,1,1,1,1,0,0,0,1,1,0
2,53,36.5,0,2,1,1,0,1,0,0,1,1,0
2,100,84.0,1,2,1,1,0,0,1,0,1,1,1
7,42,40.0,0,1,0,1,1,0,0,0,0,1,1
0,55,59.5,0,2,1,0,0,1,0,0,0,1,1
3,76,91.0,2,1,1,0,1,0,0,0,1,1,1
3,52,63.0,0,1,2,0,0,1,0,0,1,1,0
1,54,69.0,3,1,2,0,0,1,0,0,0,1,0
1,86,79.0,4,2,2,1,0,1,0,0,1,1,0
5,80,91.0,2,0,0,0,0,1,0,0,1,1,1
1,55,46.0,1,0,0,1,1,0,0,0,0,1,1
3,67,72.5,1,2,1,0,0,1,0,0,1,0,1
0,78,71.0,3,1,1,1,0,1,0,0,1,1,1
2,62,56.0,0,2,2,1,0,0,1,0,0,1,0
1,55,46.5,0,2,2,0,0,0,1,0,0,1,1
5,75,86.0,1,2,0,0,0,1,0,0,1,1,0
3,56,58.5,4,0,0,1,0,1,0,0,1,1,1
1,45,47.5,4,1,1,1,0,1,0,0,0,1,0
4,50,70.5,3,1,1,0,0,0,0,0,0,1,0
3,71,65.0,2,2,1,1,1,0,0,0,1,1,1
2,64,61.5,0,2,1,0,1,0,0,0,1,0,1
3,63,72.0,0,2,2,0,1,0,0,0,1,1,1
3,71,73.5,0,1,1,0,1,0,0,0,1,1,0
4,87,68.5,1,2,0,1,0,0,0,1,1,1,0
1,55,55.5,0,1,2,1,0,0,1,0,1,1,0
3,64,77.0,2,1,1,0,0,1,0,0,1,0,1
1,85,78.0,2,2,1,1,1,0,0,0,1,1,1
4,86,89.5,1,2,1,0,0,0,0,1,1,1,1
2,82,97.5,1,2,0,0,1,0,0,0,1,0,1
2,50,63.0,0,0,1,0,0,1,0,0,0,0,0
1,48,34.0,2,2,1,1,0,1,0,0,0,1,1
2,73,93.0,4,2,0,0,0,0,1,0,1,1,1
1,51,44.5,2,1,1,1,0,1,0,0,1,1,0
3,64,65.5,1,2,0,1,0,0,0,0,1,1,0
1,71,69.0,2,1,0,0,0,0,0,1,1,1,1
1,78,67.5,3,1,0,1,1,0,0,0,1,0,1
3,56,53.5,1,2,1,1,0,1,0,0,1,0,0
1,73,61.0,2,2,1,1,1,0,0,0,0,1,1
1,87,83.5,0,2,0,1,0,0,1,0,1,1,1
1,75,65.0,2,2,1,1,0,0,0,0,1,1,1
2,62,81.5,1,1,1,0,1,0,0,0,0,0,0
0,54,48.5,1,1,0,1,1,0,0,0,0,1,1
2,58,50.5,0,1,1,1,1,0,0,0,0,0,1
3,38,41.0,0,1,1,0,0,0,0,1,1,1,1
1,88,99.0,0,2,1,0,0,1,0,0,1,0,1
1,71,73.5,3,1,0,1,0,0,1,0,1,1,0
1,94,99.0,2,1,1,0,0,1,0,0,1,0,0
4,92,85.0,2,2,0,1,0,0,1,0,1,1,1
2,62,56.0,0,2,1,1,0,1,0,0,1,0,1
3,82,76.0,4,1,0,1,0,0,1,0,1,1,0
1,59,72.5,2,2,0,0,0,0,0,0,1,0,1
1,37,45.5,1,0,1,0,0,1,0,0,0,1,1
0,65,75.0,1,0,0,0,0,1,0,0,1,0,1
0,78,65.5,0,2,1,1,0,1,0,0,1,1,1
1,53,74.0,0,0,0,0,0,0,1,0,1,0,1
2,81,84.5,0,2,1,0,0,1,0,0,1,1,0
0,78,82.5,1,0,1,1,1,0,0,0,0,0,1
3,41,54.0,0,2,0,0,0,1,0,0,0,1,1
0,37,43.0,0,0,1,1,0,1,0,0,1,1,1
3,38,54.5,2,1,1,0,0,1,0,0,0,1,0
1,64,74.5,0,2,2,0,0,1,0,0,1,0,0
3,65,71.0,0,0,1,1,0,1,0,0,1,0,0
3,46,42.5,3,1,1,1,0,0,0,1,0,1,0
2,48,55.0,0,1,1,0,0,1,0,0,1,0,0
1,56,61.0,3,2,0,1,0,0,1,0,0,1,0
3,60,51.0,1,1,2,1,0,0,1,0,1,1,1
4,63,74.5,0,2,0,0,0,0,1,0,0,0,0
1,55,62.0,0,1,0,0,1,0,0,0,1,0,1
2,49,44.5,1,1,1,1,0,1,0,0,1,0,0
3,72,81.0,1,2,0,0,0,0,0,1,0,1,0
6,56,50.0,0,0,1,1,0,0,1,0,1,0,1
4,56,63.5,0,1,0,0,0,1,0,0,1,1,1
1,94,81.5,3,0,0,1,0,0,1,0,1,1,1
3,68,59.5,0,1,0,1,0,1,0,0,1,1,0
1,92,89.5,2,1,1,1,0,0,1,0,1,1,1
5,50,53.0,1,2,1,0,0,1,0,0,0,1,1
2,86,82.5,0,1,1,1,0,0,1,0,1,0,1
2,83,93.0,0,2,1,0,1,0,0,0,1,1,1
4,76,66.5,1,2,2,1,0,0,0,1,0,1,0
2,47,51.0,3,2,2,0,0,1,0,0,0,1,0
3,71,70.0,1,2,0,1,0,1,0,0,1,1,1
1,89,96.0,3,1,1,0,0,0,1,0,1,1,0
4,74,65.0,0,2,1,1,0,0,1,0,1,1,1
2,88,88.5,2,2,1,0,0,0,0,1,1,0,0
1,74,74.0,1,2,0,1,0,0,1,0,1,0,1
5,46,39.5,0,2,1,0,0,0,0,0,1,1,0
5,34,58.5,0,1,1,0,0,1,0,0,0,1,0
1,54,46.0,1,1,1,1,0,0,1,0,0,1,1
4,56,73.5,0,1,0,0,0,1,0,0,1,0,1
5,80,83.5,2,1,2,0,0,0,0,1,1,1,0
3,64,58.5,0,1,1,1,0,1,0,0,1,0,0
3,56,52.5,0,1,0,1,1,0,0,0,1,1,1
1,76,74.5,3,0,1,1,1,0,0,0,1,1,1
0,54,71.5,0,0,1,0,0,0,1,0,1,1,1
4,92,91.5,2,2,1,0,0,0,0,1,1,0,0
3,68,74.5,0,2,0,1,0,1,0,0,1,0,0
2,84,67.0,0,1,0,1,0,0,0,1,0,1,1
3,42,36.0,0,2,1,0,0,1,0,0,1,1,1
2,91,89.5,1,2,2,1,0,0,0,0,1,0,1
3,55,61.0,0,2,2,0,1,0,0,0,1,1,0
3,47,54.5,1,1,0,0,0,1,0,0,0,1,0
3,74,76.0,0,1,2,0,0,1,0,0,1,1,0
2,74,71.0,0,1,1,1,0,1,0,0,1,1,1
0,70,67.0,0,1,1,0,0,0,1,0,1,1,1
1,95,84.0,0,2,0,1,0,0,0,1,1,1,1
4,63,71.0,0,1,0,0,0,1,0,0,1,1,0
1,76,73.5,2,0,2,1,0,0,1,0,1,0,0
3,70,64.5,1,1,0,1,0,1,0,0,1,1,0
2,78,76.5,3,1,0,1,0,0,1,0,1,1,1
5,76,93.0,0,2,1,0,0,0,0,0,1,1,0
0,58,79.0,3,0,1,0,0,1,0,0,0,0,1
2,57,60.5,0,1,2,1,0,0,0,0,0,1,0
1,78,75.5,2,1,1,1,0,0,0,0,0,1,1
2,72,73.5,0,0,1,0,0,1,0,0,1,1,0
5,98,80.0,2,2,1,1,1,0,0,0,1,1,0
1,99,99.0,4,1,1,0,0,0,0,1,1,1,0
5,80,80.0,1,1,1,1,0,1,0,0,1,1,0
1,71,79.5,3,1,2,0,1,0,0,0,1,0,1
3,49,55.5,0,2,0,1,0,0,0,0,1,1,0
4,58,52.0,0,1,0,1,0,1,0,0,1,0,0
4,67,70.5,1,2,0,0,0,0,1,0,1,1,0
4,25,39.0,1,2,0,0,0,1,0,0,1,1,0
3,61,74.5,0,0,1,0,0,0,0,1,0,0,1
5,77,66.5,3,0,0,1,1,0,0,0,1,0,1
1,67,68.5,0,2,2,0,0,1,0,0,1,1,1
3,98,80.5,2,1,2,1,0,0,0,1,1,1,1
3,64,53.5,2,1,0,1,0,1,0,0,1,1,0
2,86,87.5,0,2,1,1,0,0,0,1,1,0,0
3,34,44.5,0,2,0,0,0,1,0,0,1,1,1
0,53,65.5,2,0,1,0,1,0,0,0,1,1,1
1,86,80.0,2,2,1,0,0,0,0,1,1,1,0
3,62,54.0,2,2,1,1,0,0,0,0,0,1,1
3,61,80.0,0,2,0,0,0,0,1,0,1,0,1
2,96,90.0,1,2,1,1,0,1,0,0,1,1,0
3,60,61.0,3,1,1,1,0,0,1,0,0,1,1
1,53,67.0,1,2,0,1,0,1,0,0,0,0,1
3,68,63.5,2,1,1,1,0,0,0,0,1,1,1
1,70,88.0,2,1,1,0,0,1,0,0,1,1,0
1,90,95.5,1,1,1,0,0,0,1,0,1,1,1
5,75,72.5,2,2,2,1,0,0,1,0,1,1,0
1,69,88.0,3,1,1,0,0,0,1,0,1,0,0
2,42,36.5,2,2,0,1,1,0,0,0,0,1,1
5,58,53.0,0,1,1,1,0,0,1,0,1,0,1
1,90,97.5,1,2,2,0,1,0,0,0,1,0,1
1,41,55.0,0,1,1,0,1,0,0,0,1,0,0
3,85,74.0,3,0,0,1,0,0,0,1,1,0,1
1,73,89.0,2,2,1,0,0,0,0,0,0,1,0
3,63,80.0,1,1,0,0,0,1,0,0,0,1,1
3,62,63.0,0,2,2,0,0,0,1,0,0,1,1
3,61,64.5,1,1,2,1,0,0,1,0,1,1,1
3,48,46.5,0,1,1,1,1,0,0,0,0,1,1
1,68,61.0,3,2,0,1,0,0,1,0,1,1,1
3,47,58.0,1,1,0,0,1,0,0,0,1,1,1
2,71,69.5,0,1,0,0,0,0,1,0,1,1,0
1,71,71.5,0,1,1,1,0,1,0,0,0,0,0
3,58,58.5,0,2,0,0,0,0,1,0,1,1,1
3,38,48.0,0,1,1,0,0,0,1,0,0,1,1
1,86,86.0,0,1,0,0,0,0,0,1,1,1,1
3,91,83.0,1,2,2,1,0,1,0,0,1,1,0
5,61,57.5,0,1,2,1,0,0,0,0,1,1,0
1,75,83.5,0,0,1,0,0,0,1,0,1,1,1
4,56,47.5,2,0,0,1,1,0,0,0,1,1,0
1,53,66.5,0,2,1,0,1,0,0,0,1,1,0
2,49,36.0,1,2,0,1,0,0,1,0,1,0,0
5,70,75.5,1,1,2,0,0,1,0,0,1,1,0
0,57,74.0,1,1,1,0,0,1,0,0,0,1,1
3,64,69.5,1,0,2,0,0,1,0,0,1,1,1
1,52,43.5,4,1,1,1,0,1,0,0,0,1,1
5,83,85.5,2,2,0,0,0,0,0,1,0,1,1
0,79,82.5,0,2,0,0,0,1,0,0,1,1,1
1,77,82.0,1,1,1,0,0,1,0,0,1,0,0
2,52,45.0,1,2,1,1,0,0,0,1,1,1,0
3,52,60.5,2,2,0,1,0,0,1,0,0,1,1
1,68,61.0,3,0,1,1,0,0,1,0,1,1,1
1,58,53.0,0,1,0,1,0,0,0,1,1,1,1
1,58,55.0,0,1,1,0,0,0,1,0,1,1,1
0,47,52.5,2,2,0,0,0,0,1,0,1,0,1
2,73,88.5,0,2,0,0,0,0,1,0,0,0,1
0,43,60.0,3,1,1,0,0,0,1,0,0,0,1
4,55,57.0,1,1,0,1,1,0,0,0,0,1,1
1,90,85.5,0,1,0,1,0,1,0,0,1,0,1
3,79,72.0,0,2,2,1,1,0,0,0,1,1,0
3,99,83.5,3,1,1,1,0,1,0,0,1,1,0
5,79,96.0,2,1,1,0,0,1,0,0,0,0,1
2,46,48.5,0,0,1,1,1,0,0,0,1,0,0
2,44,54.0,2,1,1,0,1,0,0,0,0,1,1
1,91,95.5,1,1,1,1,0,0,1,0,1,0,1
3,52,47.5,3,2,0,1,0,0,0,0,1,1,1
2,100,100.0,4,2,1,1,0,0,1,0,1,1,0
1,69,68.0,2,2,1,1,0,0,1,0,0,1,1
2,70,66.0,1,1,0,1,0,0,0,1,0,1,1
2,67,64.5,1,1,0,1,0,0,0,1,0,1,1
0,69,69.0,2,2,0,1,0,1,0,0,1,1,1
1,47,60.5,0,1,1,0,1,0,0,0,1,0,1
1,50,51.0,0,1,1,1,1,0,0,0,0,1,0
3,54,42.0,0,2,1,1,1,0,0,0,0,1,1
3,89,83.0,0,1,2,1,0,0,1,0,1,0,1
1,70,77.5,0,1,1,0,0,0,1,0,1,0,0
3,52,58.0,0,1,1,1,0,1,0,0,1,1,0
0,69,73.5,2,1,1,0,0,1,0,0,1,1,1
2,57,66.0,2,2,0,0,0,1,0,0,0,1,0
1,36,50.0,3,2,0,0,0,1,0,0,0,1,0
0,60,67.0,0,1,1,0,0,0,1,0,0,1,1
1,43,31.0,0,1,0,1,1,0,0,0,1,1,1
4,90,87.0,0,0,2,0,0,1,0,0,1,1,1
1,90,96.0,1,0,0,0,0,0,1,0,1,0,0
2,31,46.5,0,2,2,0,1,0,0,0,1,1,1
4,61,63.0,3,2,1,0,0,1,0,0,1,1,1
0,78,65.5,1,1,2,1,0,1,0,0,1,1,1
3,38,51.0,0,2,1,0,0,1,0,0,0,1,1
1,74,83.5,2,2,1,0,0,1,0,0,1,1,0
1,100,98.5,4,2,2,1,0,0,1,0,1,0,1
2,54,61.5,0,1,1,0,0,0,0,1,0,1,0
2,70,53.0,4,1,1,1,0,0,0,1,0,1,0
1,74,72.5,0,1,1,0,0,0,1,0,1,1,0
0,96,87.0,0,2,1,1,0,0,0,1,1,1,1
3,82,59.0,4,2,1,1,0,1,0,0,1,1,0
2,100,90.0,2,1,1,1,0,0,1,0,1,1,1
1,34,42.5,3,2,0,0,1,0,0,0,0,1,1
2,73,87.5,2,1,1,0,0,0,1,0,0,0,1
3,72,70.0,0,1,2,1,1,0,0,0,1,0,0
0,85,84.0,2,2,1,1,0,1,0,0,1,0,0
1,64,51.5,0,0,1,1,0,0,1,0,1,1,1
3,79,88.0,3,1,1,0,0,0,1,0,1,0,0
1,37,37.0,0,1,1,1,1,0,0,0,0,1,1
2,33,43.5,0,1,1,0,1,0,0,0,1,1,1
3,61,81.5,1,0,1,0,0,1,0,0,0,1,0
1,82,74.5,0,2,1,1,0,1,0,0,0,1,1
3,52,47.0,0,0,1,1,1,0,0,0,0,1,1
4,78,68.0,0,1,1,1,0,0,0,1,0,0,1
4,65,82.5,0,1,0,0,0,1,0,0,0,1,1
0,57,51.0,0,0,1,1,1,0,0,0,0,1,1
2,51,34.5,1,2,1,1,1,0,0,0,1,1,1
4,49,38.5,0,2,1,1,0,0,0,0,1,1,1
0,81,94.0,1,1,1,0,1,0,0,0,1,1,1
1,77,80.5,3,1,0,1,0,0,1,0,1,0,1
1,90,75.0,1,2,1,1,0,0,0,1,1,0,0
1,62,73.5,2,0,0,0,0,1,0,0,1,1,1
4,81,86.5,0,1,1,0,0,1,0,0,0,1,1
0,35,55.0,2,2,2,0,0,1,0,0,1,1,1
2,59,68.0,1,0,0,0,0,1,0,0,0,1,1
5,71,77.0,0,1,1,0,0,0,1,0,1,1,0
2,77,78.0,4,1,2,1,0,0,0,0,0,0,0
1,41,39.5,0,1,2,1,0,0,1,0,0,1,0
2,51,59.0,1,1,1,1,0,0,1,0,0,0,1
0,44,46.0,0,1,1,1,0,0,0,0,0,0,1
1,69,62.5,1,1,2,1,0,0,0,0,1,1,0
2,61,54.5,0,0,1,1,1,0,0,0,0,1,1
1,76,70.0,3,2,0,1,0,1,0,0,1,0,0
6,64,72.0,2,0,1,1,1,0,0,0,1,0,1
1,92,93.5,4,2,1,0,0,0,0,1,0,1,1
2,65,57.0,1,1,1,1,0,1,0,0,0,1,1
2,73,66.0,4,2,2,1,0,1,0,0,1,1,1
1,77,68.0,1,1,2,1,1,0,0,0,1,1,1
3,93,100.0,2,1,1,0,1,0,0,0,1,0,1
1,58,65.5,4,2,0,0,0,1,0,0,1,1,0
2,53,53.0,0,1,0,1,0,0,0,0,1,0,1
3,44,55.5,2,1,2,0,0,1,0,0,0,1,1
5,67,69.0,1,2,1,1,0,1,0,0,1,0,1
3,66,63.5,4,1,1,1,1,0,0,0,1,1,1
7,76,90.0,2,1,0,0,0,0,0,0,1,1,0
2,73,77.5,3,1,1,1,1,0,0,0,1,0,1
2,81,78.0,2,2,0,1,0,0,1,0,1,1,1
3,69,79.5,3,2,0,1,1,0,0,0,0,0,0
4,63,78.5,1,1,1,0,0,0,1,0,1,0,1
4,72,80.0,0,0,1,0,0,0,0,1,1,0,1
5,88,97.0,2,2,1,0,0,1,0,0,1,1,1
3,55,64.0,2,2,0,0,0,1,0,0,1,1,0
5,77,68.0,2,1,1,1,0,1,0,0,1,1,0
1,58,64.0,3,1,1,1,1,0,0,0,0,1,0
6,72,74.5,2,1,1,1,0,1,0,0,1,1,0
2,85,75.5,0,1,1,1,0,1,0,0,1,1,1
2,75,92.5,3,1,0,0,0,0,1,0,1,0,1
5,60,55.5,1,1,0,1,1,0,0,0,1,1,0
1,57,40.5,0,1,0,1,0,1,0,0,1,1,1
2,55,50.0,1,1,0,1,0,0,0,0,1,1,1
1,59,70.0,3,1,1,1,0,1,0,0,1,0,1
1,90,100.0,2,2,1,0,0,1,0,0,1,0,1
